imdb_id,title,review_text,sentiment_score
tt0071562,The Godfather Part II,"Worthy sequel to the first movie. In something more meditative and unhurried, in something more philosophically meaningful than its legendary predecessor. Backstage games and backstage talks replaced the dramatic mood swings of the main characters and the exchange of fire.

The second film continues the story of Michael Carleone in the role of the Godfather, and also complements the family story with scenes of the formation of the young Vito Andolini and his escape to America. The difficult choice of being young Don, his sphere of expansion of influence opens up new heights and horizons, but also acquires new enemies. Big money and power always keep pace with great temptation, and therefore you should always keep your ears open. After all, the knife in the back can insert exactly the one from whom you do not expect ...",0.20207336523125993
tt0071562,The Godfather Part II,"Building on the first volume, this self-adaptation by writer Mario Puzo and director Francis Ford Coppola develops the story of the new Don - ""Michael"" (Al Pacino). His attempts to expand, and to a certain extent legitimise, the family businesses see him associating with the duplicitous ""Hyman Roth"" (Lee Strasberg) in Cuba; subject to betrayal, assassination attempts and fighting what may be a losing battle to keep his own family together - all whilst doing plenty of Machiavellian manipulation of his own. There is an equally strong parallel thread depicting how his father ""Vito"" (Robert de Niro) rose to prominence after fleeing Sicily after the murder of his family at the hands of ""Don Ciccio"". With the principal characters all now well established, we can hit the ground running with a solid and complex set of inter-connected, character-driven storylines. The superior cast deliver this story really effectively - Robert Duvall and Diane Keaton as the consigliere and wife respectively, standing out. The attention to detail alongside the instantly recognisable Nino Rota score add amply to what is just a great story of Michael's efforts to build upon (and honour) his father's legacy, before he loses all of his own, once prevailing, decency. It is long, and it does miss Brando, but Pacino is on super form as the increasingly ruthless and isolated - even lonely - figure and I reckon this is every bit as good at the ""Godfather"" (1972).",0.20220214568040654
tt0050083,12 Angry Men,Master piece. Fantastic script and evolution of the characters.,0.4
tt0050083,12 Angry Men,"Unlikely, but it is possible.

12 Angry Men is directed by Sidney Lumet and adapted from a teleplay of the same name by Reginald Rose. The cast is headed by Henry Fonda and Lee J. Cobb. The film tells the story of a jury made up of 12 men as they deliberate the guilt or innocence of a defendant on the basis of reasonable doubt. Except for two short scenes at the beginning and end of the film, it's filmed entirely on one set, that of the jury deliberation room.

Sweaty, gritty, claustrophobic - all words that sit snugly in the context of Lumet's excellently crafted deconstruction of 12 men trying to arrive at one verdict in the case of a Puerto Rican youth on trial for the murder of his father. The evidence appears overwhelming, there's witnesses, a murder weapon and motive, the boy is surely on his way to the electric chair. 11 of the men are convinced he's guilty, only one man stands alone, Henry Fonda's juror number 8, who refuses to turn in a vote of guilty until the evidence and facts are discussed at length. As the others rail against him and tempers get frayed, juror number 8 prompts the others to examine their own prejudices and commitment to justice.

A lesson in tight direction and editing, and with performances to match, 12 Angry Men is quite simply not to be missed by those seeking to venture into classic cinema. 9/10",0.006575963718820861
tt0050083,12 Angry Men,"Jurors:

Martin Balsam

John Fiedler

Lee J. Cobb

E.G. Marshall

Jack Klugman

Edward Binns

Jack Warden

Henry Fonda

Joseph Sweeney

Ed Begley

George Voskovec

Robert Webber

12 jurors deliberate on the guilt or innocence of a young Spanish-American man accused of murdering his father. As the moments tick by, the discussion becomes an expose of each individual man's thoughts, feelings, prejudices, and secrets.

This is Fonda at his best, backed up with excellent support from all 11 of his fellow jurors. Lee J. Cobb is also a standout.

Crackling script by Reginald Rose, with superb direction by Sidney Lumet.  Full of memorable moments and great dialogue and character development; this is one of the greatest courtroom dramas this reviewer has ever seen.",0.635
tt0108052,Schindler's List,"Directed by Steven Spielberg, the name is enough. He enjoys immense love and justified appreciation. It’s not just a rumour, but his name transcends to million footfalls to theatres and multiple OTT replays. But this movie is special because as a Jew Spielberg felt the pain of Holocaust and thus this was personal. Spielberg’s paternal grandparents were Jews from Ukraine. I really hope things cool down very soon in Ukraine and somebody someday make a film on the crisis in Ukraine.

After watching “The Kashmir Files” I felt like watching the list because I wanted to see how we can make better movies without the propaganda. The Kashmir Files is necessary minus the very few political flaws and propaganda it subtly injects into its viewers. Asking the questions is not anti-national and not all JNU people come with an agenda. Kashmir Files tells many truths and ought to be told but also hides a lot of the actual/factual truths. Just like a dictator it blatantly shows only the side they want to without any iota of balance.

But Schindler’s List is different because it never lets the bleakness of the Holocaust overwhelm its important theme of fighting for the common good. The director says, “My primary purpose in making Schindler’s List was for education. The Holocaust had been treated as just a footnote in so many textbooks or not mentioned at all. Millions knew little if anything about it. Others tried to deny it happened at all.”

Keneally’s best-known work, Schindler’s Ark was published in 1982; also known as Schindler’s List and film released in 1993, tells the true story of Oskar Schindler, a German industrialist who saved more than 1,300 Jews from the Nazis. . Liam Neeson plays very well Schindler however shows his true side that he was a playboy and so on. He was not a saint. He cheated on his wife, drank excessively and spied for Abwehr, the counter-espionage arm of the Wehrmacht (German army), in Czechoslovakia.

But the true characteristics of human beings cannot be spliced even in the most fascist regimes. Sometimes character flaws bring in real joy, excitement and belief. Steven Spielberg’s movie, Schindler’s List, while important, impressive and admirable in many respects, tries to show the true face of propaganda and mass bullshit and how an entire nation can be mass brainwashed to fuel hatred amoung it’s people and bring a great nation down. Something India and Indians need to really ponder upon.

After Germany invaded Poland in 1939, Oskar Schindler sets up an enamelware factory in Krakow that used a combination of Jewish workers interred by the Germans and free Polish workers. His initial interest, of course, was to make money. But as time went on, he grew to care about his Jewish workers, particularly those with whom he came into contact on a daily basis. In addition, helping Jews became a way to fight against what he viewed as disastrous and brutal policies emanating from Adolf Hitler and the SS. Oskar Schindler convinced German authorities his factory was vital and that he needed trained workers. But Schindler did not author or dictate the list instead, Marcel Goldberg, a Jewish “clerk” compiled it. There is a line in the movie which goes like, “That’s not just good old fashioned Jew hate talk. Its policy now” and it hits hard and makes us aware that nothing has changed in present too. Itzhak Stern, played in the movie by Ben Kingsley was one of the most powerful character more of culmination of lot of people at that time. Oskar Schindler was a great man publicly and a not so great man privately but he saved the lives of more than 1,000 Jews during the Holocaust and that’s why a movie has been made on him. The imperfections in his character and the nuances in the historical record only make his story more remarkable.

The movie’s budget was just $22 million. No one had ever made a profitable film about the Holocaust. Spielberg himself didn’t take a salary, calling it “blood money.” Something Vivek Agnihotri and makers of “The Kashmir Files” should ponder upon. As I write this Kashmir Files has already touched 250 Cr. Such sensitive films should come with not just spontanity but also empathy which is found in Spielberg and lacks in Agnihotri’s.

This movie reminded me of another Spielberg movies which moved and caved in Bridge of Spies. Bridge was about the fine art of negotiation and the List is about the fine art of “Gratitude” you will hear this word a lot in the Schindler’s List. I felt both the movies very similar and fantastic.

The use of black and white cinematography also makes me think of “KOTA FACTORY” both shot in black and white to resemble the dark and hollowness of the subject material. Art does make you uncomfortable and that’s it’s Dharma and Karma but propoganda does give you only the bigoted narration with giving the example that his master is always a good guy.

In one scene, Schindler implores Goeth to spray water into the cars on a hot day to help the dehydrated Jews inside. Goeth tells him that to do so would give false hope—a clear implication that the trains deliver Jews to their deaths.The lists become increasingly ominous during sorting exercises to determine who is fit to work or who is “essential” and who is not. Those deemed “unessential” are placed on the list to be evacuated to extermination camps. Stern’s name appears on a list sending him to Auschwitz. When Schindler saves him, an SS officer mentions that it doesn’t matter which Jew gets on the train, and that keeping track of names just means more paperwork. This disregard for names and particularity symbolizes the extent to which the Nazis dehumanized Jews. Schindler’s list is one that saves lives. The Nazis’ lists represent evil and death, but Schindler’s list represents pure good and life. In an ironic twist, the final list in the film is a list that Schindler’s workers give to him—a list of their signatures vouching for Schindler as a good man, to help him if Allied soldiers catch him. The saved in turn become saviors.

The one-armed man who thanks Schindler for employing him and making him “essential” is shot in the head by an SS officer as he shovels snow the next day. Blood flows from his head, staining the surrounding snow. In a later scene, Goeth orders the execution of a Jewish woman engineer who tells Goeth of a fatal construction error. Her blood, too, pours from her head and darkens the snow around her. The blood pouring from the victims’ heads is both literally and metaphorically the lifeblood being bled out of the Jewish race. In yet another scene, Goeth attempts to execute a rabbi working at the Plaszów labor camp. The rabbi stays kneeling as Goeth again and again attempts to shoot him in the head. But the gun jams, and the rabbi is spared, symbolizing the tenuous protection the Schindlerjuden had and the fine line between life and death.

The film talks about the corruption of not just money but hearts and minds too. It shows us privileges and different aspects of life while keeping humanity before profits and ideologies. Intricacies of personal and professional lives are intertwined here for the good sake.

The film ends with – “WHOEVER SAVES ONE LIFE, SAVES THE WORLD ENTIRE.”

The actual Oskar Schindler died in 1974 and was buried in Jerusalem on Mount Zion. He is the only former member of the Nazi Party to be honored in this way. He and his wife Emilie were named Righteous Among the Nations by the Israeli government in 1993, something that would be hard to believe could happen without the film highlighting his life. 

As we all know, Spielberg and the film went on to win several Academy Awards for Schindler’s List, including Best Picture and Best Director. The film also won for Best Screenplay, Best Cinematography, and Best Editing. Spielberg would win another Best Director Oscar for Saving Private Ryan five years later, but for him what happened with Schindler would be his crowning achievement. 

Schindler’s List is a rare movie whose legacy is just as important as its existence.

Perhaps the lasting legacy of the film, aside from tolerance, is the image of the girl in red. During the liquidation of the ghetto scene, we see a little girl wandering. She serves as the person Schindler and the audience fixate on. The weight of the atrocity that we carry as viewers.When prompted to talk about one of the only color moments in the film, the girl in red, Spielberg told USA Today, “In (Thomas Keneally’s) book, Schindler couldn’t get over the fact that a little girl was walking during the liquidation of the Krakow ghetto. While everyone was being put on trucks or shot in the street, one little girl in a red, red coat was being ignored by the SS.”


For Spielberg, that came to symbolize the blind eye world leaders turned to the murders going on in Europe. “To me, that meant that Roosevelt and Eisenhower—and probably Stalin and Churchill—knew about the Holocaust… and did nothing to stop it. It was almost as though the Holocaust itself was wearing red.” Same repeats in Ukraine too.

Spielberg helped develop and found The Shoah Foundation. It furthered the education and established “The Survivors of the Shoah Visual History Foundation” to document the testimonies of thousands of survivors. For Spielberg, he wanted future generations to have these eyewitness accounts to serve as a permanent record. He hoped that there would never be a time we saw Nazism and fascism on the rise again. The project has collected the testimony of more than 55,000 survivors and witnesses to the Holocaust as well as other atrocities. “It wouldn’t have happened without Schindler’s List,” he said. “The Shoah Foundation wouldn’t exist.” Something the Hypocritic Vivek Agnihotri should think about. I still stand by that “The Kashmir files” should be shown to everyone without propoganda and only one agenda that this atrocities and “Genocide” should not be repeated on any one anywhere.

The film is available on Netflix. Go, watch, think.

https://letterboxd.com/mayurpanchamia/film/schindlers-list/

https://mayurpanchamia.wordpress.com/2022/03/27/schindlers-list/

https://www.themoviedb.org/review/62405d62706e56005dc24c03
",0.15746959389816528
tt0108052,Schindler's List,"There's a powerful little low-budget effort with Ralph Richardson called ""The Silver Fleet"" (1943) that illustrates just how difficult it was for those in the occupied territories to continue to do what was right without looking like a collaborator and/or ending up against a wall of Nazi bullets. Well here, Steven Spielberg takes that dangerous occupation and scales it up somewhat as the eponymous Czech industrialist and arms manufacturer (Liam Neeson) finds his increasing revulsion to the brutality of their new occupying power driving him, with the able assistance of his Jewish factory manager ""Stern"" (Ben Kingsley), to find ways to keep them from being routinely slaughtered. Getting them out is not really an option, so he invents ways of convincing the authorities that they are more useful alive and decently fed/housed - even suggesting the usefulness of children's small fingers to polish shell casings - to avoid them being deported to the now fully functioning Auchwitz extermination camp. The story is history but the manner in which it is delivered here is poignant and potent. Schindler's gradual shift from a venally induced indifference to one of active concern is well handled by Neeson's considered performance and Kingsley works well as his low-level but crucial co-conspirator. Plaudits must also go to Ralph Fiennes with, I think, the best portrayal of his career as the odious Commandant Goeth who combines just about every element of the worst in human nature into one ghastly individual eliciting a palpable degree of loathing. Does it need to be 3¼ hours long? Well I'm not so sure about that, and there are times when the repetitive oppressiveness of their gruelling environment risks de-sensitising the message a little, but for the most part the abusive and terrifying lives led by the Jewish prisoners and the increasingly perilous path being taken by those trying to help is well held together with some stunning cinematography and an untypical John Williams score. It's definitely a big screen occasion - somehow television reduces it's impact, so if you can see it in a cinema. Either way, it does offer some salutary lessons in man's inhumanity, and humanity to our fellow man!",0.04637609864882593
tt0108052,Schindler's List,"Emotionally powerful and historically very important. This film deals with possibly the hardest topic in human history, and it does it with class, purpose and excellent filmmaking. Liam Neeson is brilliant as Schindler; Fiennes is utterly horrifying as the terrible Goth and all the other character actors hit the mark brilliantly. The decision to make it black and white makes Schindler's List stand-out and feel distinct, it is a piece of genius. In the end this film is about the utter depravity that humanity is capable of, and the utterly brilliant heroism humanity is capable of, WW2 and the Holocaust in real life brought out the worst in us as a species and it bought out the best of us, this film captures that, but it also captures the complexities of the people at the heart of the most dramatic events in world history, no other film does this as well. Top quality and a very good start point for people who are unfimilar with the nitty-gritty of the Nazi regime.",0.19070000000000004
tt0167260,The Lord of the Rings: The Return of the King,"And so all good things come to an end. For three years in a row, Peter Jackson has banished our winter blues with the individual instalments of his Tolkien trilogy, effectively shifting the focus of our cinematic excitement from the summer months to the end of the year. But now that his epic has been unveiled in its entirety, what will be the lasting effects of his achievement?

Well, grand-scale fantasy filmmaking is back on the menu, laying down the gauntlet to George Lucas and Star Wars Episode III. Jackson has also proved that notions of risk and ambition needn't be confined to the low-budget, indie end of the spectrum; nor does California have an exclusive stranglehold on groundbreaking special effects.

And then there's the DVD factor. Just as The Lord Of The Rings was upping the stakes in theatres, so too was its DVD release pattern defining what can (and should) be done on disc for major movies.

In particular, the four-disc extended editions seem to have affected the director's thinking as to what he can get away with in his theatrical final cut. Hence the public grumbles from Christopher Lee about the non-appearance of Saruman in this final instalment. While it might have been fair to grant Lee a curtain call, Jackson quite rightly realises that it is Sauron, not Saruman, whose fiery eye encompasses all the narrative strands of the climax.

The Return Of The King marks the first time in the series when Jackson's roots as a horror filmmaker creep through. As the orcs catapult severed Gondorian heads beyond the walls of Minas Tirith, flesh-rotted ghosts draw swords alongside Aragorn and giant spider Shelob stalks Frodo through dark, web-shrouded tunnels, the film pushes the boundaries of its 12A certificate.

And so it should, because the look and tone must necessarily grow darker as the Hobbits near Mount Doom and Mordor's evil hand grips Middle-earth ever tighter.

Character nuances have been crafted over an unprecedented ten hours-plus of cinematic storytelling: from Strider lurking in the shadowy corner to Aragorn rallying the troops; from Merry and Pippin as bumbling fools to stout-hearted, pint-sized warriors. Only Legolas and Gimli seem to have regressed (in screen time at least) to set-piece archer and comedy sidekick respectively. At least Andy Serkis is rewarded for his Gollum voice work with an early flashback that gets his face on screen, as well as warning us that, under the ring's power, Smeagol can be as murderous as Gollum.

Jackson has kept the momentum of the series rolling on and on though the traditionally 'difficult' middle part and 'weak' finale, delivering a climax to the story that's neater and more affecting than what Tolkien managed on the printed page. Some viewers might feel that the director sprinkles some cheese on his extended coda, adding at least one false ending too many (even if he does ignore the book's Scouring of The Shire).

But those who have walked beside these heroes every step of the way on such a long journey deserve the emotional pay-off as well as the action peaks, and they will be genuinely touched as the final credits roll. Yes, the Ring is dead. Long live King Kong.


Verdict - The resounding climax to a landmark in cinema history. But the King has now returned, the story is over and the ships are leaving Middle-earth. Ladies and gentlemen, Elvish has left the building.

5/5

- Alan Morrison, Empire Magazine",0.03912149771524773
tt0167260,The Lord of the Rings: The Return of the King,"Too much CGI, redundancy, clichés and drawn out “looks of love” for my tastes.

RELEASED 2003 and directed by Peter Jackson, “The Lord of the Rings: The Return of the King” adapts the third part of JRR Tolkien’s popular fantasy trilogy about adventures on Middle-Earth: Frodo (Elijah Wood), Sam (Sean Astin) and Gollum (Andy Serkis) continue to try to make their way to Mount Doom to destroy the One Ring. Meanwhile Aragorn (Viggo Mortensen), Legolas the Elf (Orlando Bloom), Gimli the Dwarf (John Rhys-Davies), Gandalf the wizard (Ian McKellen), King Theoden (Bernard Hill) and Faramir (David Wenham) join forces to fight Sauron's army at the stone city of Minas Tirith and, later, draw the forces of Modor out as a distraction for Frodo to accomplish his goal. Billy Boyd and Dominic Monaghan are on hand as Hobbits Pippin and Merry.        

While I’m a casual fantasy/adventure fan and have read numerous books of the genre (e.g. Conan, Tarzan, Gor, etc.), I’ve never read Tokien, likely because I’m not into Hobbits, Elves and Dwarfs. After viewing the three movies, The Lord of the Rings strikes me as a mixture of Robin Hood, Conan and The Wizard of Oz, which all possibly influenced Tolkien’s writing of the Rings trilogy in 1937-1949. So, if you think a meshing of “Conan the Barbarian” (1982) and “Robin Hood: Prince of Thieves” (1991) with “The Wizard of Oz” (1939) sounds good, then you’ll probably like these movies more than me. 

“The Return of the King” is just more of the same showcased in the first two movies, but even LONGER. Take the Battle of Minas Tirith, for example. It’s basically the same as The Battle at Helms Deep in the previous movie, except with colossal elephant-like creatures and the Army of the Dead. These two battles are similar enough that they could’ve been condensed into one conflict. Speaking of the Army of the Dead, this was an interesting new element, as was the horrifying spider-monster that Frodo & Sam face inside the caves.   

Like the first two movies, the characters are diverse, the tale is creative, there’s a lot of dark action rounded out by softer scenes and everything LOOKS and SOUNDS magnificent. Unfortunately, as with “The Two Towers,” there’s excessive use of CGI (aka CGI porn). If cartoony CGI is your thang then you’ll likely appreciate this installment more than me.        

There are other problems: While the characters are inspired, they’re also thin and rather uninteresting, at least for mature people who require more depth to hold their attention. Take Legolas (Bloom), for example; we never get to know him. Or consider Aragorn: Mortensen is perfect as the noble warrior, but in the ENTIRE trilogy he probably only has like two full pages of dialog, maybe three. Also, I found the story generally disengaging. I was never much enthralled by the characters and their pursuits, although devotees of Tolkien might be. 

Then there are WAY too many “looks of love” between characters, particularly Frodo and Sam (I was so happy to see one character get married and have kids, if you catch my drift). There’s also a sense of redundancy, like the aforementioned battles (Helms Deep and Minas Tirith). Or consider the hokey dangling from a cliff by one’s fingers: This was already done with Gandalf at the end of the first part and beginning of the next. Did we really need the entire trilogy to come down to this type of eye-rolling cliché?    

Another problem is the lack of feminine protagonists. There’s Miranda Otto as Éowyn, Théoden's niece, who becomes infatuated with Aragorn and masquerades as a warrior-ess. Other than that all we have are cameos by Liv Tyler (Arwen), Cate Blanchett (Galadriel) and a Hobbit’s wife. “Mythica: A Quest for Heroes” (2014) cost LESS THAN $100,000 to make, which is a mere fraction of the $94 million it cost to make this blockbuster and the creators knew enough to throw in a couple of prominent babes as heroines in the story. So did “Conan the Barbarian” and “Dungeons & Dragons: Wrath of the Dragon God” (2005). It’s not rocket science. 

As noted above, the movie’s needlessly overlong and things could’ve been condensed in the trilogy or omitted altogether. When the main storyline ultimately ends at Mount Doom I was thinking there was maybe 12-15 minutes left with half of that time being credits. Nope, there was STILL 30 MINUTES LEFT wherein boring goodbyes and “looks of love” are tacked on. 

Despite these honest quibbles, “The Return of the King,” and the trilogy in general, was an ultra-ambitious undertaking and is a must for fantasy/adventure aficionados, particularly those who favor Tolkien, Hobbits, Elves, Gnomes and the like.                      

THE MOVIE RUNS 3 hours 21 minutes and was shot in New Zealand.  

GRADE: C",0.07146464646464645
tt0167260,The Lord of the Rings: The Return of the King,"Great finale to a great trilogy. The action and battle sequences were amazing and even though I've seen this a few times over the years, still thrilling to the end. I didn't even mind the multiple endings as I had in the past, nice each character got their due. **4.75/5**",0.2575
tt0110912,Pulp Fiction,"***The cream of the crop of quirky crime thrillers***

RELEASED IN 1994 and written & directed by Quentin Tarantino, ""Pulp Fiction"" is a drama/thriller/black comedy about two hit men in Los Angeles (John Travolta and Samuel L. Jackson), their mob boss & his wife (Ving Rhames and Uma Thurman) and a champion boxer who incurs the wrath of the boss (Bruce Willis).

The lurid, droll tale is told in a non-linear fashion, but it's easy to follow and the final act ties everything up nicely. The dialogue's witty and the story maintains your attention, despite its 2 hour and 34 minutes runtime. The film's stylish and pulsates with energy and innovation; it understandably influenced many 90's films and beyond.

I put off seeing this iconic picture until almost twenty years after its release because the protagonists are all big city gangsters or somehow involved with 'em. These are lawless people who would kill a person without batting an eye. Their god is money or hedonism. Let ’em shoot each other to smithereens for all I care. But if you can look beyond this and the constant profanities, the film's worth your time. What redeems it for me, besides the all-around entertaining movie-making, is that it's a tale of redemption and the high price of stubborn folly: The wise person recognizes God’s grace and responds accordingly while the fool doesn’t and blithely goes on his (doomed) way. Once a person receives grace they naturally extend it to others. There are additional gems spiced throughout.

Both Travolta and Jackson shine here. There are several other celebrities on hand, like Harvey Keitel, with many in cameos, e.g. Christopher Walken; not to mention several formidable females, like curvy Julia Sweeney (Raquel), cutie Maria de Medeiros (Fabienne), Angela Jones (Esmarelda) and voluptuous Susan Griffiths (Marilyn Monroe).

BOTTOM LINE: If you're in the mood for a quirky crime drama/thriller you can't go wrong with ""Pulp Fiction."" It's top-of-the-line in every way, including the subtext.

THE FILM WAS SHOT in the Greater Los Angeles area. ADDITIONAL WRITER: Roger Avary.

GRADE: A",0.2184722222222222
tt0110912,Pulp Fiction,"Insane movie! 
One of the bests(if not the best) Tarantino's movies!",0.0
